plot_name,plot_id,accession_name,plot_number,block_number,is_a_control,rep_number,row_number,col_number,cassava mosaic disease incidence 3-month evaluation			|CO_334:0000196,cassava mosaic disease severity 3-month evaluation			|CO_334:0000192,petiole color visual rating 1-9			|CO_334:0000023,plant height measurement in cm			|CO_334:0000018,STE			|CO_334:0000257,apical pubescence visual rating 0-2			|CO_334:0000309,apical pubescence visual rating 0-7			|CO_334:0000026,first apical branch height measurement in cm			|CO_334:0000106,initial plant vigor assessment 1-5			|CO_334:0000220,initial vigor assessment 1-7			|CO_334:0000009,stem color visual scoring 1-4			|CO_334:0000062,Broken Stem,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2091P0001_1463,3494835,TMS21F2091P0001,1463,1,,1,,,,,,122,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2091P0002_1464,3492530,TMS21F2091P0002,1464,1,,1,,,,,,130.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2091P0003_1465,3495682,TMS21F2091P0003,1465,1,,1,,,,,,107,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2091P0004_1466,3491926,TMS21F2091P0004,1466,1,,1,,,,,,132.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2091P0005_1467,3496374,TMS21F2091P0005,1467,1,,1,,,,,,109.8,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2091P0006_1468,3496777,TMS21F2091P0006,1468,1,,1,,,,,,143,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2091P0007_1469,3494755,TMS21F2091P0007,1469,1,,1,,,,,,151,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2091P0008_1470,3493719,TMS21F2091P0008,1470,1,,1,,,,,,126.7,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2091P0009_1471,3491370,TMS21F2091P0009,1471,1,,1,,,,,,144.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2091P0010_1472,3494566,TMS21F2091P0010,1472,1,,1,,,,,,172.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2091P0011_1473,3493613,TMS21F2091P0011,1473,1,,1,,,,,,140.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2091P0012_1474,3493744,TMS21F2091P0012,1474,1,,1,,,,,,126.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2091P0013_1475,3492876,TMS21F2091P0013,1475,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2091P0014_1476,3494630,TMS21F2091P0014,1476,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2092P0001_1477,3496435,TMS21F2092P0001,1477,1,,1,,,,,,128.4,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2092P0002_1478,3491496,TMS21F2092P0002,1478,1,,1,,,,,,131.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2092P0003_1479,3495553,TMS21F2092P0003,1479,1,,1,,,,,,142.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2092P0004_1480,3494206,TMS21F2092P0004,1480,1,,1,,,,,,132.3,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2092P0005_1481,3495305,TMS21F2092P0005,1481,1,,1,,,,,,145,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2092P0006_1482,3496286,TMS21F2092P0006,1482,1,,1,,,,,,137.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2092P0007_1483,3492622,TMS21F2092P0007,1483,1,,1,,,,,,123,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2092P0008_1484,3494738,TMS21F2092P0008,1484,1,,1,,,,,,116,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2092P0009_1485,3491900,TMS21F2092P0009,1485,1,,1,,,,,,101,,,,,,,,,,12,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2092P0010_1486,3496429,TMS21F2092P0010,1486,1,,1,,,,,,112.5,,,,,,,,FALSE,2,13,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2092P0011_1487,3491042,TMS21F2092P0011,1487,1,,1,,,,,,130.5,,,,,,,,FALSE,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2092P0012_1488,3493438,TMS21F2092P0012,1488,1,,1,,,,,,128,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2092P0013_1489,3493998,TMS21F2092P0013,1489,1,,1,,,,,,139.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2092P0014_1490,3493403,TMS21F2092P0014,1490,1,,1,,,,,,146,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2092P0015_1491,3496678,TMS21F2092P0015,1491,1,,1,,,,,,115,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2092P0016_1492,3494625,TMS21F2092P0016,1492,1,,1,,,,,,123.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2092P0017_1493,3495777,TMS21F2092P0017,1493,1,,1,,,,,,121,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2092P0018_1494,3493341,TMS21F2092P0018,1494,1,,1,,,,,,125.8,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2092P0019_1495,3493450,TMS21F2092P0019,1495,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2092P0020_1496,3492848,TMS21F2092P0020,1496,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2093P0001_1497,3496034,TMS21F2093P0001,1497,1,,1,,,,,,149.3,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2093P0002_1498,3492806,TMS21F2093P0002,1498,1,,1,,,,,,150,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2093P0003_1499,3495477,TMS21F2093P0003,1499,1,,1,,,,,,175,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2093P0004_1500,3491775,TMS21F2093P0004,1500,1,,1,,,,,,148.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2093P0005_1501,3491865,TMS21F2093P0005,1501,1,,1,,,,,,145.6,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2093P0006_1502,3492604,TMS21F2093P0006,1502,1,,1,,,,,,152,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2093P0007_1503,3491806,TMS21F2093P0007,1503,1,,1,,,,,,113.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2093P0008_1504,3494702,TMS21F2093P0008,1504,1,,1,,,,,,123,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2093P0009_1505,3493130,TMS21F2093P0009,1505,1,,1,,,,,,140.4,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2093P0010_1506,3492508,TMS21F2093P0010,1506,1,,1,,,,,,130,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2093P0011_1507,3491986,TMS21F2093P0011,1507,1,,1,,,,,,139,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2093P0012_1508,3492633,TMS21F2093P0012,1508,1,,1,,,,,,160.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2093P0013_1509,3496119,TMS21F2093P0013,1509,1,,1,,,,,,157.2,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2093P0014_1510,3492278,TMS21F2093P0014,1510,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2094P0001_1511,3493264,TMS21F2094P0001,1511,1,,1,,,,,,135.4,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2094P0002_1512,3492591,TMS21F2094P0002,1512,1,,1,,,,,,133,,,,,,,,TRUE,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2094P0003_1513,3491501,TMS21F2094P0003,1513,1,,1,,,,,,144.6,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2094P0004_1514,3495130,TMS21F2094P0004,1514,1,,1,,,,,,125.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2095P0001_1515,3494618,TMS21F2095P0001,1515,1,,1,,,,,,153,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2095P0002_1516,3493929,TMS21F2095P0002,1516,1,,1,,,,,,134.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2095P0003_1517,3496275,TMS21F2095P0003,1517,1,,1,,,,,,147,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2095P0004_1518,3491888,TMS21F2095P0004,1518,1,,1,,,,,,140,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2095P0005_1519,3495441,TMS21F2095P0005,1519,1,,1,,,,,,NA,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2095P0006_1520,3493911,TMS21F2095P0006,1520,1,,1,,,,,,155.8,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2096P0001_1521,3492437,TMS21F2096P0001,1521,1,,1,,,,,,118.3,,,,,,,,TRUE,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2097P0001_1522,3493026,TMS21F2097P0001,1522,1,,1,,,,,,NA,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2097P0002_1523,3494615,TMS21F2097P0002,1523,1,,1,,,,,,117.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2097P0003_1524,3494244,TMS21F2097P0003,1524,1,,1,,,,,,157.8,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2097P0004_1525,3495926,TMS21F2097P0004,1525,1,,1,,,,,,156,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2097P0005_1526,3495183,TMS21F2097P0005,1526,1,,1,,,,,,NA,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2097P0006_1527,3491550,TMS21F2097P0006,1527,1,,1,,,,,,136.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2097P0007_1528,3495607,TMS21F2097P0007,1528,1,,1,,,,,,120,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2097P0008_1529,3495135,TMS21F2097P0008,1529,1,,1,,,,,,102,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2097P0009_1530,3493242,TMS21F2097P0009,1530,1,,1,,,,,,132,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2097P0010_1531,3491269,TMS21F2097P0010,1531,1,,1,,,,,,118.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2097P0011_1532,3491436,TMS21F2097P0011,1532,1,,1,,,,,,108,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2097P0012_1533,3495163,TMS21F2097P0012,1533,1,,1,,,,,,NA,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2097P0013_1534,3496594,TMS21F2097P0013,1534,1,,1,,,,,,NA,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2097P0014_1535,3495726,TMS21F2097P0014,1535,1,,1,,,,,,106.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2097P0015_1536,3495033,TMS21F2097P0015,1536,1,,1,,,,,,136.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2097P0016_1537,3492115,TMS21F2097P0016,1537,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2098P0001_1538,3495534,TMS21F2098P0001,1538,1,,1,,,,,,135,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2098P0002_1539,3492766,TMS21F2098P0002,1539,1,,1,,,,,,135.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2098P0003_1540,3496675,TMS21F2098P0003,1540,1,,1,,,,,,NA,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2098P0004_1541,3493884,TMS21F2098P0004,1541,1,,1,,,,,,143.4,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2098P0005_1542,3496688,TMS21F2098P0005,1542,1,,1,,,,,,140,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2098P0006_1543,3494744,TMS21F2098P0006,1543,1,,1,,,,,,128,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2098P0007_1544,3491456,TMS21F2098P0007,1544,1,,1,,,,,,100,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2098P0008_1545,3493271,TMS21F2098P0008,1545,1,,1,,,,,,132,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2098P0009_1546,3493774,TMS21F2098P0009,1546,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2100P0001_1547,3492877,TMS21F2100P0001,1547,1,,1,,,,,,86,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2100P0002_1548,3491976,TMS21F2100P0002,1548,1,,1,,,,,,152.3,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2100P0003_1549,3495414,TMS21F2100P0003,1549,1,,1,,,,,,125.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2100P0004_1550,3493656,TMS21F2100P0004,1550,1,,1,,,,,,102,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2101P0001_1551,3492398,TMS21F2101P0001,1551,1,,1,,,,,,115.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2101P0002_1552,3493776,TMS21F2101P0002,1552,1,,1,,,,,,145,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2102P0001_1553,3491449,TMS21F2102P0001,1553,1,,1,,,,,,109,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2102P0002_1554,3494178,TMS21F2102P0002,1554,1,,1,,,,,,100,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2102P0003_1555,3494070,TMS21F2102P0003,1555,1,,1,,,,,,129.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2102P0004_1556,3492726,TMS21F2102P0004,1556,1,,1,,,,,,111,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2102P0005_1557,3495691,TMS21F2102P0005,1557,1,,1,,,,,,120,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2102P0006_1558,3490940,TMS21F2102P0006,1558,1,,1,,,,,,130.4,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2102P0007_1559,3496158,TMS21F2102P0007,1559,1,,1,,,,,,117,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2102P0008_1560,3495197,TMS21F2102P0008,1560,1,,1,,,,,,130.7,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2102P0009_1561,3495667,TMS21F2102P0009,1561,1,,1,,,,,,123,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2102P0010_1562,3496700,TMS21F2102P0010,1562,1,,1,,,,,,114.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2102P0011_1563,3493215,TMS21F2102P0011,1563,1,,1,,,,,,150,,,,,,,,FALSE,2,12,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2102P0012_1564,3492260,TMS21F2102P0012,1564,1,,1,,,,,,118,,,,,,,,FALSE,,13,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2102P0013_1565,3496632,TMS21F2102P0013,1565,1,,1,,,,,,129,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2102P0014_1566,3491106,TMS21F2102P0014,1566,1,,1,,,,,,147.4,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2102P0015_1567,3494784,TMS21F2102P0015,1567,1,,1,,,,,,115.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2102P0016_1568,3493415,TMS21F2102P0016,1568,1,,1,,,,,,120.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2102P0017_1569,3491206,TMS21F2102P0017,1569,1,,1,,,,,,97.8,,,,,,,,TRUE,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2102P0018_1570,3494351,TMS21F2102P0018,1570,1,,1,,,,,,131.6,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2102P0019_1571,3491491,TMS21F2102P0019,1571,1,,1,,,,,,114,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2102P0020_1572,3496373,TMS21F2102P0020,1572,1,,1,,,,,,120.2,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2102P0021_1573,3494541,TMS21F2102P0021,1573,1,,1,,,,,,16,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2103P0001_1574,3495087,TMS21F2103P0001,1574,1,,1,,,,,,114.7,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2103P0002_1575,3494077,TMS21F2103P0002,1575,1,,1,,,,,,89,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2103P0003_1576,3492179,TMS21F2103P0003,1576,1,,1,,,,,,121.6,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2104P0001_1577,3492436,TMS21F2104P0001,1577,1,,1,,,,,,124,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2104P0002_1578,3494180,TMS21F2104P0002,1578,1,,1,,,,,,121.6,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2104P0003_1579,3491120,TMS21F2104P0003,1579,1,,1,,,,,,141,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2105P0001_1580,3491500,TMS21F2105P0001,1580,1,,1,,,,,,132.4,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2105P0002_1581,3493981,TMS21F2105P0002,1581,1,,1,,,,,,147.7,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2106P0001_1582,3493926,TMS21F2106P0001,1582,1,,1,,,,,,123.8,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2106P0002_1583,3495379,TMS21F2106P0002,1583,1,,1,,,,,,138,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2106P0003_1584,3494666,TMS21F2106P0003,1584,1,,1,,,,,,124.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2107P0001_1585,3491697,TMS21F2107P0001,1585,1,,1,,,,,,130.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2107P0002_1586,3495746,TMS21F2107P0002,1586,1,,1,,,,,,117.2,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2107P0003_1587,3495065,TMS21F2107P0003,1587,1,,1,,,,,,127.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2107P0004_1588,3494539,TMS21F2107P0004,1588,1,,1,,,,,,125.4,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2107P0005_1589,3491652,TMS21F2107P0005,1589,1,,1,,,,,,115,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2107P0006_1590,3496581,TMS21F2107P0006,1590,1,,1,,,,,,100,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2107P0007_1591,3492329,TMS21F2107P0007,1591,1,,1,,,,,,98,,,,,,,,TRUE,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2107P0008_1592,3496088,TMS21F2107P0008,1592,1,,1,,,,,,126.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2107P0009_1593,3491785,TMS21F2107P0009,1593,1,,1,,,,,,115,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2107P0010_1594,3492458,TMS21F2107P0010,1594,1,,1,,,,,,110.3,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2107P0011_1595,3493075,TMS21F2107P0011,1595,1,,1,,,,,,82,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2107P0012_1596,3491582,TMS21F2107P0012,1596,1,,1,,,,,,82.4,,,,,,,,TRUE,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2107P0013_1597,3496641,TMS21F2107P0013,1597,1,,1,,,,,,NA,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2107P0014_1598,3491209,TMS21F2107P0014,1598,1,,1,,,,,,113.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2107P0015_1599,3492113,TMS21F2107P0015,1599,1,,1,,,,,,116.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2107P0016_1600,3496505,TMS21F2107P0016,1600,1,,1,,,,,,116.2,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2107P0017_1601,3495731,TMS21F2107P0017,1601,1,,1,,,,,,131.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2107P0018_1602,3496784,TMS21F2107P0018,1602,1,,1,,,,,,NA,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2107P0019_1603,3492700,TMS21F2107P0019,1603,1,,1,,,,,,131.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2107P0020_1604,3495304,TMS21F2107P0020,1604,1,,1,,,,,,NA,,,,,,,,FALSE,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2107P0021_1605,3491907,TMS21F2107P0021,1605,1,,1,,,,,,100,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2107P0022_1606,3494828,TMS21F2107P0022,1606,1,,1,,,,,,102.3,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2107P0023_1607,3493079,TMS21F2107P0023,1607,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2107P0024_1608,3496236,TMS21F2107P0024,1608,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2107P0025_1609,3493858,TMS21F2107P0025,1609,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2107P0026_1610,3492784,TMS21F2107P0026,1610,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2107P0027_1611,3493309,TMS21F2107P0027,1611,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2107P0028_1612,3492747,TMS21F2107P0028,1612,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2107P0029_1613,3493628,TMS21F2107P0029,1613,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2107P0030_1614,3491702,TMS21F2107P0030,1614,1,,1,,,,,,NA,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2107P0031_1615,3491586,TMS21F2107P0031,1615,1,,1,,,,,,NA,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2107P0032_1616,3496110,TMS21F2107P0032,1616,1,,1,,,,,,NA,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2107P0033_1617,3490993,TMS21F2107P0033,1617,1,,1,,,,,,NA,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2107P0034_1618,3493692,TMS21F2107P0034,1618,1,,1,,,,,,NA,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2107P0035_1619,3496377,TMS21F2107P0035,1619,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2108P0001_1620,3493281,TMS21F2108P0001,1620,1,,1,,,,,,69.5,,,,,,,,TRUE,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2108P0002_1621,3496839,TMS21F2108P0002,1621,1,,1,,,,,,134.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2108P0003_1622,3492014,TMS21F2108P0003,1622,1,,1,,,,,,107,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2108P0004_1623,3495057,TMS21F2108P0004,1623,1,,1,,,,,,119,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2108P0005_1624,3496346,TMS21F2108P0005,1624,1,,1,,,,,,110,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2108P0006_1625,3496734,TMS21F2108P0006,1625,1,,1,,,,,,NA,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2108P0007_1626,3494862,TMS21F2108P0007,1626,1,,1,,,,,,118.6,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2108P0008_1627,3491964,TMS21F2108P0008,1627,1,,1,,,,,,113,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2108P0009_1628,3493720,TMS21F2108P0009,1628,1,,1,,,,,,84,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2108P0010_1629,3491682,TMS21F2108P0010,1629,1,,1,,,,,,NA,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2108P0011_1630,3490969,TMS21F2108P0011,1630,1,,1,,,,,,NA,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2108P0012_1631,3494322,TMS21F2108P0012,1631,1,,1,,,,,,NA,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2109P0001_1632,3494016,TMS21F2109P0001,1632,1,,1,,,,,,87,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2109P0002_1633,3491382,TMS21F2109P0002,1633,1,,1,,,,,,107,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F2109P0003_1634,3492734,TMS21F2109P0003,1634,1,,1,,,,,,100,,,,,,,,,,,,
